110.274,109.207,44.019,42.838,49.866,51.789,52.788,21.775
54.304,14.665,13.184,16.027,12.616,4.845,7.692,7.313
547.465,277.582,391.352,84.359,171.258,175.82,45.031,86.63
139.357,35.654,84.709,80.615,54.367,35.306,77.618,24.277
233.927,108.282,38.451,72.97,55.746,24.985,27.935,11.285
187.151,49.476,62.918,51.626,32.333,21.634,31.979,19.243
55.808,34.558,55.143,23.612,31.983,34.085,34.373,25.663
150.521,104.527,92.215,35.794,62.829,72.796,131.21,82.189
57.483,84.899,56.976,41.382,32.59,33.31,93.291,47.77
409.553,154.097,166.02,70.038,81.625,177.639,147.506,114.693
351.971,244.764,454.558,178.626,569.15,177.167,294.281,220.478
72.806,14.635,6.812,7.99,4.455,4.449,4.567,9.525
118.441,42.02,29.474,18.058,42.283,29.517,36.806,14.649
583.47,50.161,339.038,147.511,144.407,319.662,125.735,123.432
356.895,259.443,224.965,66.334,65.461,113.453,193.621,128.621
149.111,80.65,118.348,76.64,52.039,71.026,67.027,88.128
198.912,19.384,36.137,12.955,17.231,24.627,59.014,47.118
98.792,32.68,20.608,43.013,119.837,43.869,14.692,8.067
291.935,56.843,67.594,21.755,51.813,30.822,84.627,36.738
103.638,17.622,37.597,17.222,26.932,28.811,26.514,20.33
38.615,30.276,33.984,14.826,16.362,22.12,29.993,27.879
327.444,117.993,179.825,97.472,86.712,302.368,287.751,128.552
99.64,43.401,94.398,55.705,50.921,62.955,138.387,68.39
112.975,47.108,20.728,41.493,21.36,15.916,24.756,13.79
360.639,70.643,29.36,44.939,18.971,31.151,29.814,15.214
27.651,16.112,16.512,37.427,8.394,8.624,7.773,206.137
36.851,8.856,28.996,17.707,11.873,17.074,8.887,12.803
136.675,288.958,195.697,75.875,340.535,139.386,76.429,51.585
253.24,28.739,444.648,80.232,101.824,62.497,297.204,28.283
84.181,50.028,27.08,18.195,19.202,31.934,34.339,24.332
71.423,30.43,20.392,19.022,12.699,15.548,63.304,10.774
89.971,10.369,34.224,10.77,9.607,11.822,25.237,8.115
29.503,4.804,5.658,4.848,4.652,20.663,5.214,20.346
185.315,37.668,32.796,22.766,39.036,31.175,37.977,22.401
128.073,53.279,117.223,73.903,55.074,83.498,137.213,54.661
4.737,27.855,38.176,23.93,44.485,49.571,110.104,23.097
493.058,72.684,167.416,84.967,86.438,113.767,25.342,81.506
131.822,47.923,36.673,76.54,30.568,51.82,54.971,63.205
95.124,21.501,58.569,24.436,27.072,39.972,123.658,22.587
356.605,70.484,110.182,67.716,56.917,54.755,69.91,116.987
61.314,10.595,5.905,6.723,7.303,4.687,5.516,5.687
105.349,31.423,65.815,55.695,43.18,40.132,86.076,23.247
195.307,29.705,116.042,17.543,16.77,28.937,21.884,114.73
200.293,40.647,133.472,148.832,31.528,56.368,45.352,83.488
173.274,563.655,39.014,17.788,45.496,79.655,43.625,23.79
32.632,10.72,16.286,20.329,17.923,29.361,8.03,9.258
100.976,24.755,38.712,25.408,24.935,26.382,60.576,20.938
105.093,111.74,125.975,16.119,100.159,109.069,178.526,115.338
213.177,41.262,64.059,18.871,97.269,169.222,120.192,175.779
34.565,22.668,6.807,14.826,9.529,25.098,11.475,3.33
417.142,34.693,50.763,23.421,24.067,42.101,20.027,20.879
