19.467,18.509,12.841,4.007,6.939,8.176,10.349,6.441
22.892,3.46,3.405,4.345,4.159,3.222,2.502,10.079
24.431,14.415,27.663,5.608,2.313,2.384,1.944,4.545
60.828,7.293,61.662,6.049,3.259,7.322,3.841,4.742
9.75,8.642,2.757,2.346,6.902,2.363,2.971,2.511
10.164,4.785,2.424,5.653,5.65,1.998,10.088,2.471
79.042,6.947,12.89,3.883,7.367,4.913,6.617,11.269
47.001,8.143,4.066,3.521,1.452,2.261,6.227,1.229
45.678,10.122,8.218,6.755,9.945,2.384,4.916,3.802
13.239,8.296,4.589,28.237,4.607,13.691,11.871,62.522
24.621,12.634,48.388,10.584,6.878,26.727,10.773,26.992
90.878,34.06,19.972,30.43,18.272,15.754,9.208,6.014
21.45,6.778,2.219,2.416,1.915,2.53,1.954,2.899
127.784,2.182,3.187,47.645,30.992,28.149,32.273,2.801
113.027,83.99,21.82,6.463,13.49,6.532,11.33,7.894
24.671,8.968,9.002,6.664,4.87,6.647,8.286,6.866
60.313,6.856,7.415,19.934,11.606,18.181,52.744,7.943
14.123,4.12,23.1,2.385,9.54,2.782,9.475,9.862
24.874,11.039,13.4,2.32,48.88,9.577,3.262,8.112
46.81,25.696,34.958,7.296,8.979,15.992,10.319,8.775
74.956,16.379,5.769,6.237,5.301,3.878,8.3,3.106
14.538,7.508,9.719,3.061,4.3,4.783,4.621,2.945
51.412,63.202,48.316,4.958,11.278,8.62,16.611,34.1
31.874,16.61,15.634,3.661,9.561,1.987,2.908,1.812
10.873,23.395,88.323,2.76,3.927,6.913,7.73,3.984
100.295,38.457,11.954,3.598,4.401,3.283,6.099,3.392
41.622,5.863,7.553,4.686,49.532,3.613,3.418,2.402
23.848,17.175,29.289,14.071,17.12,18.016,6.816,13.161
13.849,5.912,5.186,7.459,4.126,5.269,10.853,8.1
201.641,8.245,24.602,5.666,7.162,3.396,3.676,5.497
9.863,45.176,23.644,9.242,10.216,7.148,2.308,17.036
97.801,10.648,15.52,2.482,4.628,1.541,7.379,3.75
32.334,15.126,14.866,3.788,6.213,2.316,6.626,9.993
4.688,5.124,2.352,2.132,4.382,4.234,4.484,12.132
22.897,26.24,6.389,12.265,4.179,22.847,18.769,23.133
162.527,22.826,27.385,8.374,8.872,10.53,18.117,18.727
15.88,19.189,5.444,2.604,8.048,2.913,7.818,2.23
38.862,15.182,25.493,7.65,13.85,3.788,5.119,15.556
90.538,73.085,13.152,7.22,10.099,11.776,14.011,4.364
32.026,15.912,16.319,9.649,17.137,62.305,18.607,17.098
47.898,21.359,44.373,22.944,18.359,17.312,10.77,14.126
11.901,17.056,1.722,0.833,2.981,1.991,1.17,8.853
91.403,32.928,33.952,23.785,12.525,35.442,43.485,58.527
27.127,24.993,8.933,3.231,2.487,2.48,5.237,3.158
43.076,63.901,22.677,13.116,12.077,5.922,8.161,5.538
4.704,2.928,28.625,2.254,5.918,1.342,1.463,11.745
16.418,17.295,22.794,5.663,3.579,2.267,2.742,2.538
20.759,55.679,29.923,40.492,37.484,97.523,39.191,22.227
111.654,9.639,20.683,4.043,3.049,3.344,9.983,24.515
10.715,27.272,29.32,3.363,7.569,2.312,20.912,4.88
6.889,23.134,38.718,7,4.218,2.622,2.621,4.877
79.504,7.723,46.215,2.876,4.371,6.375,2.408,3.627
21.972,40.023,14.581,6.862,5.967,2.47,10.932,3.118
