89.605,28.09,25.173,32.63,30.642,23.663,12.642,13.344
72.183,6.159,7.001,15.956,6.01,5.857,11.137,7.525
62.472,21.289,49.544,15,27.295,58.736,37.583,26.36
34.654,11.205,8.945,6.19,10.312,9.997,5.551,10.284
42.445,17.627,15.227,10.789,13.028,13.344,23.129,11.848
45.469,25.778,26.506,17.425,8.402,14.743,14.251,6.564
64.926,78.838,21.527,36.356,15.508,18.981,26.731,12.559
267.699,115.923,164.75,149.296,50.015,63.712,227.532,45.545
24.551,13.217,10.057,7.407,8.897,6.843,6.464,5.468
21.284,13.99,10.922,13.947,9.377,10.741,7.184,8.208
85.28,32.905,27.258,15.008,36.241,11.922,44.625,12.481
82.529,74.992,19.137,12.043,43.906,18.417,17.417,14.098
117.027,35.501,24.828,11.456,100.776,12.242,22.586,8.314
56.264,102.032,41.788,82.371,38.917,28.471,26.054,26.191
305.154,54.576,80.118,135.031,120.775,108.541,59.862,36.062
23.72,12.738,11.083,9.776,10.665,9.958,14.099,10.062
186.507,70.756,27.958,22.026,76.084,86.785,17.936,13.584
80.768,55.65,104.954,27.584,28.744,25.242,53.954,32.468
48.652,12.501,20.956,9.232,12.387,7.64,7.294,6.483
99.744,79.737,50.956,36.688,21.178,17.654,30.378,51.079
83.057,45.306,26.516,15.682,20.23,11.478,14.022,10.499
288.439,33.595,62.729,29.245,28.004,29.189,74.502,27.589
206.336,58.486,165.32,52.18,57.66,34.126,152.373,28.14
56.209,9.254,10.356,13.446,13.077,12.837,12.183,15.761
216.968,168.324,163.259,429.928,98.3,294.418,207.792,81.497
107.412,197.132,15.944,11.573,19.119,13.558,14.519,116.862
103.117,17.116,9.967,11.474,8.77,8.824,7.376,7.959
122.078,26.785,35.088,23.856,39.193,39.992,14.448,13.288
95.646,66.331,56.731,29.824,61.886,38.139,41.824,48.628
79.08,19.285,20.832,16.567,10.606,16.8,8.057,8.455
123.934,62.339,57.684,108.768,22.239,47.774,36.999,50.344
351.727,131.324,16.096,38.033,11.176,10.973,13.618,7.86
52.942,18.452,10.874,18.813,20.12,31.284,8.438,34.274
105.379,23.944,18.344,8.672,9.368,20.024,12.074,19.504
126.276,71.626,76.798,32.005,42.199,23.283,30.543,45.08
60.762,50.785,59.333,128.665,123.456,28.264,58.56,49.449
101.22,13.404,20.064,19.907,7.535,9.636,11.453,14.078
319.7,41.987,40.368,29.824,141.876,50.285,38.727,39.683
104.428,31.472,29.235,18.584,29.23,19.666,41.176,53.986
65.154,71.414,69.914,137.359,96.159,112.679,204.184,115.865
218.84,81.459,45.362,19.137,29.112,33.923,41.473,18.55
70.466,13.005,18.19,25.885,8.11,8.933,15.806,15.761
110.033,49.301,68.103,81.285,103.682,48.53,36.829,17.746
65.162,15.783,15.4,15.122,6.596,8.933,6.479,9.152
120.879,886.711,35.713,18.11,20.247,26.666,10.188,15.098
49.667,14.552,22.656,19.752,32.698,23.978,34.585,12.194
54.421,33.189,19.363,15.618,8.171,9.409,6.628,6.006
94.16,48.736,27.981,35.406,24.192,28.036,40.647,21.296
123.725,49.257,84.096,28.139,31.298,24.531,31.388,71.866
54.374,31.131,43.847,12.798,26.76,11.618,9.648,9.826
95.046,94.569,35.69,27.727,54.444,87.509,82.054,57.7
132.746,52.752,52.775,62.774,95.545,29.718,103.891,42.677
39.091,11.301,8.055,18.278,13.292,7.872,9.049,8.008
