44.584,29.602,30.468,16.699,18.673,15.406,38.703,44.628,34.385,22.345,14.035,15.093,16.215,30.685,14.974,14.007,11.996,14.347,23.691,9.5,15.97,7.884,13.072,10.703
37.7,37.267,58.584,45.495,15.51,9.811,71.091,43.02,32.291,18.168,29.942,32.164,15.725,17.012,12.703,15.176,15.41,16.858,16.65,12.69,12.992,10.125,12.316,13.543
107.14,132.226,45.642,46.476,30.396,36.203,67.53,85.204,34.235,31.384,39.063,31.208,34.185,29.235,43.64,42.064,48.455,26.666,53.073,16.479,29.84,24.147,25.814,29.863
109.782,9.035,15.787,39.339,16.657,10.902,38.876,39.26,12.674,28.658,12.8,9.568,17.338,19.056,4.884,14.463,17.259,12.445,15.549,10.673,8.113,11.345,12.348,21.788
102.834,19.897,21.523,26.034,7.571,9.125,56.78,45.039,20.988,12.399,13.016,11.442,11.61,14.289,8.482,9.913,22.601,14.942,12.94,13.229,12.544,13.152,14.682,11.332
80.329,21.857,9.097,25.909,48.492,70.542,25.512,50.663,12.007,16.569,24.532,66.509,11.199,10.07,4.498,15.56,16.648,21.632,13.937,7.174,13.147,21.95,11.576,12.51
38.949,15.167,27.506,19.496,15.135,11.212,19.531,39.935,13.268,20.597,14.653,12.263,13.076,8.881,9.163,14.113,15.332,16.3,20.302,16.688,13.441,7.087,6.604,9.714
25.246,21.055,20.545,30.435,21.433,10.319,53.627,44.846,19.441,19.193,24.229,16.47,15.996,12.8,12.481,19.567,20.741,17.2,26.573,11.398,16.006,12.633,17.977,14.784
24.53,13.37,18.406,20.479,10.891,18.565,39.948,18.323,27.366,20.198,25.971,8.27,9.586,7.642,10.532,11.528,14.698,23.628,15.636,15.589,38.816,10.29,8.944,4.364
29.651,37.332,15.07,19.997,16.614,12.593,42.591,28.433,24.73,16.971,17.992,11.944,12.126,12.896,6.896,15.442,12.372,10.39,13.437,10.448,11.114,9.844,9.406,10.772
158.285,38.684,37.848,35.206,52.578,34.371,98.626,101.754,58.709,25.581,28.08,24.206,24.677,27.495,11.435,33.585,31.163,30.14,28.13,17.731,22.815,16.854,33.528,24.013
41.726,17.419,1103.548,11.22,2.672,2.373,1.595,1.031,1.39,1.184,1.012,1.908,0.908,0.911,1.477,1.485,1.161,0.931,0.989,0.911,1.18,1.458,1.064,1.978
31.839,32.258,39.393,36.335,26.269,27.428,42.028,35.014,16.401,12.125,12.423,26.008,13.389,12.737,10.849,18.629,27.515,11.981,19.737,9.804,10.876,11.031,9.508,10.834
85.969,20.791,16.072,21.624,17.52,21.895,63.568,33.992,25.359,18.009,17.279,14.137,14.752,12.535,7.297,15.984,13.175,12.984,19.408,8.392,13.608,15.4,11.08,13.159
65.397,14.829,59.279,52.292,19.596,16.345,88.251,54.907,30.681,34.476,12.838,8.717,14.456,10.356,23.876,10.387,10.929,9.326,17.131,7.675,15.398,12.104,7.603,6.005
31.742,55.102,28.598,47.643,40.885,20.548,42.351,87.046,71.601,17.154,13.529,34.922,16.215,70.286,54.55,53.856,17.612,17.856,30.302,42.79,21.122,25.532,63.04,14.3
32.19,12.828,11.874,26.193,11.158,6.199,40.729,23.966,9.197,9.45,7.668,7.579,14.259,6.897,5.759,11.332,12.527,11.112,16.392,4.263,10.564,11.088,9.994,8.059
42.55,36.209,75.932,11.904,12.341,7.284,27.574,28.263,26.907,10.08,15.459,12.83,18.253,13.379,8.925,68.615,8.795,30.405,21.072,10.842,12.991,14.755,23.011,17.356
74.565,23.94,37.334,36.773,24.405,36.538,153.387,53.959,86.875,32.485,25.784,22.678,19.662,16.077,22.724,16.031,19.154,20.177,32.65,11.028,16.993,21.832,15.296,14.507
96.929,59.769,27.028,28.379,39.894,13.49,46.826,40.881,53.515,39.052,28.541,11.599,17.029,23.807,21.04,19.62,34.073,14.657,15.979,11.357,13.08,11.907,13.409,11.68
15.192,13.648,8.944,14.372,11.973,7.642,31.808,21.945,16.082,9.227,9.963,7.96,12.327,13.132,6.081,9.825,10.675,8.264,85.958,4.896,7.196,7.037,8.236,16.566
23.845,15.895,6.659,35.845,12.736,11.024,48.48,26.145,11.488,11.207,15.401,8.888,10.799,11.169,5.382,13.992,10.888,11.128,13,8.562,10.791,12.992,12.216,12.458
31.829,84.116,44.133,66.974,28.691,17.914,25.97,79.18,21.915,26.896,29.984,19.84,15.216,17.62,13.166,13.69,20.372,16.602,17.097,14.69,13.98,26.74,18.557,13.728
