23.436,3.173,2.025,12.004,4.85,2.868,5.392,4.701,3.871,1.688,4.29,9.204,3.117,3.825,2.061,3.098,5.994,3.326,5.923,2.508,2.18,2.316,2.298,1.767
42.756,9.562,11.061,6.298,12.132,6.541,21.387,21.173,9.922,3.166,3.131,23.427,13.597,21.547,4.842,6.072,2.695,5.547,3.914,5.734,10.344,9.38,3.672,17.58
25.119,8.419,13.497,20.116,6.791,5.366,15.36,6.538,7.09,5.908,9.363,7.847,6.467,5.917,4.735,17.938,6.103,6.74,21.981,5.67,3.484,5.584,10.643,9.582
24.986,7.064,5.264,9.712,4.088,5.167,6.097,3.609,8.159,8.44,4.824,7.911,8.488,3.792,5.297,3.256,4.243,6.869,6.384,13.32,3.544,24.999,4.908,3.468
15.617,10.534,2.849,2.761,5.535,4.853,4.002,4.197,2.543,2.885,2.639,5.475,4.347,3.562,2.481,3.389,3.426,2.88,2.688,2.178,3.66,3.376,3.94,2.1
12.741,7.332,4.69,4.71,5.549,3.755,5.903,14.578,6.197,4.018,5.035,3.935,10.046,5.019,2.785,4.214,5.601,9.352,2.666,3.558,3.057,4.45,3.868,2.499
9.342,9.341,6.007,7.441,4.574,4.996,5.336,5.17,5.308,3.119,8.719,8.605,6.82,3.304,5.183,5.933,6.15,9.484,5.002,3.633,3.771,4.175,3.61,3.321
11.054,10.984,6.282,5.412,3.119,6.969,3.112,3.88,2.867,3.821,16.099,2.886,2.679,2.848,4.544,3.168,3.676,1.972,3.872,2.216,2.312,3.008,3.44,2.152
31.083,17.665,10.133,10.594,10.655,7.572,8.16,11.769,8.129,6.403,10.393,13.64,5.835,6.564,5.127,8.945,7.199,7.81,7.088,9.086,5.865,11.548,10.095,6.936
36.441,5.86,4.447,6.016,17.808,4.433,5.972,3.668,2.384,3.578,8.81,4.117,3.655,3.982,2.948,3.983,3.129,2.385,7.67,2.914,3.769,7.953,3.41,2.935
18.802,7.446,4.559,15.179,9.197,6.054,9.296,8.483,4.866,9.135,4.911,4.454,7.047,4.095,9.631,6.794,8.003,5.574,3.206,5.668,7.21,5.284,4.359,5.66
8.202,9.353,3.206,4.681,2.702,2.397,3.631,1.718,2.63,2.147,3.865,4.003,2.432,1.584,1.427,1.268,2.265,1.599,1.897,1.5,1.351,1.343,1.439,1.265
87.672,13.956,18.336,28.561,28.26,17.271,8.995,29.474,30.066,7.22,6.403,6.653,12.223,11.626,7.286,7.589,5.364,8.192,5.742,9.537,7.332,6.774,4.827,4.105
5.583,5.867,2.693,2.913,3.067,2.205,3.687,3.337,2.217,1.662,3.16,3.288,2.9,2.588,1.769,2.483,2.98,2.827,2.061,2.135,2.81,2.352,2.055,3.001
19.735,12.397,3.012,3.361,3.748,6.389,3.413,3.248,3.264,2.082,3.156,3.412,3.307,2.775,1.988,2.996,2.758,2.333,1.857,1.917,2.512,3.021,1.934,1.666
71.43,25.023,26.408,15.1,14.108,15.715,12.267,40.653,13.295,24.212,26.231,12.568,15.065,26.135,27.603,29.267,27.716,31.232,85.891,17.036,16.923,13.725,13.999,13.272
28.835,7.527,11.486,12.928,9.81,11.062,8.04,7.269,11.01,9.824,4.708,8.852,12.859,7.093,9.849,5.946,10.37,20.34,9.225,6.326,4.841,3.8,4.169,4.315
36.335,14.918,4.516,11.942,4.562,3.418,2.825,3.703,2.494,1.687,2.124,2.641,2.708,1.614,1.79,2.813,8.477,5.599,2.312,1.49,1.705,2.494,1.97,2.806
21.095,4.527,20.02,18.196,6.571,13.601,14.764,6.064,4.306,9.343,5.88,18.315,4.59,4.18,4.503,4.8,7.417,6.338,3.746,5.151,5.988,8.484,8.567,4.403
15.427,4.892,5.394,4.478,3.353,3.316,3.615,3.182,2.603,3.454,3.249,3.107,3.134,2.696,2.289,2.633,3.633,2.491,2.669,2.902,2.524,3.673,2.271,2.621
13.154,21.889,5.082,5.159,4.626,5.968,4.299,6.132,4.592,6.974,4.115,5.025,3.862,2.801,4.836,3.982,3.174,3.214,2.644,8.492,3.3,5.329,2.812,4.013
